信息手段控制欠费——天津移动局张跃副局长谈应用经验	3	中国计算机用户	2000	2000年08期	当前,由于移动电话系统管理问题而导致的移动电话欠费现象日渐严重。据统计,全国移动电话欠费金额约有500亿元。如何改变这种情况,便成了管理者最关心的一个问题。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200008027&dbname=CJFD9902
广东美雅集团股份有限公司成功实施安易2000互联购销链管理软件让“大后方”无忧	3	中国计算机用户	2000	2000年08期	<正> 广东美雅集团股份有限公司是一家以纺织工业为主兼营进出口贸易、酒店管理等多项业务的大型企业集团。连续八年跻身中国500家最大工业企业行列(1997年列第219位),税利连续七年名列同行业前茅,是中国1000家首批300家重点扶持和广东省首批70家重点发展大企业集团之一。集团下属14个厂、8家子公司和2个高级酒店,员工8000人,固定资产达16亿元。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200008029&dbname=CJFD9902
用ASP技术开发动态网页	3	计算机系统应用	2000	2000年08期	本文通过烟台东方电子集团公司人才招聘主页的开发实例，介绍使用ASP技术开发动态网站的方法、利用ASP和ADO访问远程网络数据库及保障网络ASP数据安全等的技术。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY200008015&dbname=CJFD9902
效益驱动 重点突破——北京卷烟厂信息化建设扫描	3	中国计算机用户	2000	2000年09期	<正>深入企业,挖掘需求,个案追寻,倾听CIO的声音,请看企业信息化系列报导之五十五	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200009025&dbname=CJFD9902
技术保驾 服务护航	3	中国计算机用户	2000	2000年09期	<正> 常到上海出差,朋友们极力推荐参观正式运营后的浦东机场。当车驶入机场范围时,可见整个机场的各种建筑错落有致非常大气。机场候机楼是无梁结构,宽敞明亮,候机楼内所有的电梯都是感应式的,而且楼内的许多电话都可直接上Internet。浦东机场的经营和运作采用现代企业管理方式,机场IT部门是专门负责机场信息系统建设、维护、管理的分公司。浦东机场信息系统的核心软件由西门子公司开发。 系统的建设目标是:1.为浦东机场安全高效的生产运营和经营管理提供自动化手段;2.保障航班正点,减少航班	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200009026&dbname=CJFD9902
国有企业脱困振兴之路	3	中国计算机用户	2000	2000年09期	在世纪之交和改革开放的关键时期,中国国有企业遇到了暂时的但也是前所未有的困难。走出国境,路在何方?企业信息化是国有企业脱困振兴之路。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200009027&dbname=CJFD9902
重视企业信息系统建设的非技术性问题	3	计算机系统应用	2000	2000年09期	本文提出了企业信息系统建设中非技术性问题及其分类，并就此类问题提出了一个研究的纲领。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY200009000&dbname=CJFD9902
企业实施ERP的技术解决途径	3	计算机系统应用	2000	2000年09期	文章从ＥＲＰ管理系统的管理理念出发．研究应用ＥＲＰ管理系统的技术解决方案．分析了目前流行的ＥＲＰ管理系统．提出在应用ＥＲＰ管理系统中应注意的问题。为企业实施ＥＲＰ系统时提供参考。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY200009001&dbname=CJFD9902
借网腾飞——中国华能集团公司信息化建设扫描	3	中国计算机用户	2000	2000年10期	深入企业,挖掘需求,个案追寻,倾听CIO的声音,请看企业信息化系列报导之五十六	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200010026&dbname=CJFD9902
网险飞入平常百姓家	3	中国计算机用户	2000	2000年10期	作为一种全新的经营理念和商业模式,越来越多的保险公司意识到了网上保险潜藏的无限商机。有关专家指出,随着保险业和因特网的高速发展,网上保险营销将会逐渐被人们所接受。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200010028&dbname=CJFD9902
企业竞争力与信息战略的抉择(上)	3	计算机系统应用	2000	2000年10期	在企业信息化的计划阶段，企业必须明确信息化的目的和制定信息化的战略。在传统的计划经济的体制下，企业信息化往往是源于上级的命令，而在市场经济环境下，信息化是牵涉到企业自身命运的大事。因此，对于企业来说，如何认清自己所在的环境，清醒地意识到企业的使命和制定相应的战略，是信息化过程开始阶段最为重要的任务。本文以此为中心，对企业竞争力与信息技术的关系、企业环境的变化以及企业如何选择信息战略等重要问题进行了探讨。 在二十一世纪，随着经济全球化步伐的加快和网络技术的迅速普及，国际竞争和贸易环境已经发生了很大的变化。发达国家凭借自身在技术、资本、知识和人才上的优势，以创造性破坏的方式，不断打破原有的贸易和经	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY200010000&dbname=CJFD9902
一个社会保险信息管理系统的设计与实现	3	计算机系统应用	2000	2000年10期	本文在实践的基础上，论述了基于PowerBuilder 6.0和Sybase SQL Server 11下的社会保险信息管理系统的设计与实现。详细论述了系统的总体设计、数据库的设计及软件的实现	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY200010012&dbname=CJFD9902
山东省特约联行汇兑清算系统的设计与实现	3	计算机系统应用	2000	2000年10期	本文介绍了山东省特约联行汇兑清算系统的设计方案及技术特点，就特约联行的应用提出了一种安全、先进、实用、低成本、易推广的实现方法。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY200010013&dbname=CJFD9902
追求更高目标——国家电力公司中南电力设计院计算机应用侧记	3	中国计算机用户	2000	2000年11期	<正> 被采访单位:国家电力公司中南电力设计院 被采访人:国家电力公司中南电力设计院信息技术处梁绍基教授级高级工程师 作为国家电力公司直属的大型电力设计院,中南电力设计院成立40余年来,不断攀登科技进步的新高峰,信息化建设硕果累累,其自行开发的100余项软件产品中,有20项获国家工程设计优秀软件奖,是同行业中获奖最多的单位之一,并屡获“中国勘察设计综合实力百强单位”、“全国电力行业质量效益型先进企业”等称号。 近几年,依托先进的计算机网络体系和计算机应用平台,中南电力设计院在不断扩大国内设计勘探领域市场的	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200011026&dbname=CJFD9902
从实际出发 推进企业信息化建设——大连重工集团有限公司信息化建设扫描	3	中国计算机用户	2000	2000年12期	深入企业,挖掘需求,个案追寻,倾听CIO的声音,请看企业信息化系列报导之五十八	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200012028&dbname=CJFD9902
给数据通信把脉——访上海市电话局副总工程师 宽带接入网办公室主任沈海啸	3	中国计算机用户	2000	2000年12期	网络快速发展,技术逐步升级,数据通信逐步升温。那么,我国数据通信领域现状如何?数据通信领域同样既要继承又要创新,那么,如何来看待二者?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200012029&dbname=CJFD9902
信息化打造船老大——沪东造船厂信息化建设扫描	3	中国计算机用户	2000	2000年13期	<正> 被采访单位:沪东造船厂 被采访人:沪东造船集团计算机所高级工程师施渭滨 改革开放和市场经济的大潮将造船业推向了国际市场,如何借助现代科学技术和管理手段,提升企业的管理水平,适应市场竞争已经成为造船企业关注和需要迫切解决的问题。国家500强企业之一的沪东造船集团较好地解决了这一问题,靠科技进步,靠信息化建设提高了企业的技术和管理水平,使企业始终站在了市场竞争的前沿。据了解,该集团仅民用船舶就手持订单20多条达100万载重吨以上,生产任务己安排至2002年。这在造船企业生产经营普遍不景气的今天,实属不易。 沪东造船集团是中国船舶工业总公司所属大型骨干企业,也是被国际造船权威机构评为世界造船大型企业的两	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200013028&dbname=CJFD9902
医药行业信息化发展趋势分析	3	中国计算机用户	2000	2000年17期	<正> 随着居民对医疗保健的要求提高,国家医疗制度改革的深化,国家对医疗卫生系统信息化建设的投资不断增加。并且医院和制药企业资金比较充足,在完成基础设施的建设后,加强信息化建设成为医疗系统各企业的重要目标。当前信息技术应用已在医疗服务、卫生管理、医学教育和医学科研等领域全面展开。目前我国医药卫生系统信息化应用的主要领域见图1。 赛迪顾问对我国医药和卫生系统信息化建设的调查研究后认为,当前我国医疗卫生系统信息化建设的特点和发展趋势主要表现在以下几个方面: 一、HIS建设的重点由HMIS转向CIS 经过近二十年的发展,我国医院信息系统(Hospital	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200017008&dbname=CJFD9902
驶入发展快车道——上海港口机械厂信息化建设扫描	3	中国计算机用户	2000	2000年17期	深入企业,挖掘需求,个案追寻,倾听CIO的声音,请看企业信息化系列报导之六十二	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200017026&dbname=CJFD9902
健体强身的选择	3	中国计算机用户	2000	2000年17期	南京依维柯汽车有限公司建设企业内部网	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200017027&dbname=CJFD9902
数据集中——银行业务发展大趋势	3	中国计算机用户	2000	2000年17期	近几年,随着我国金融电子化建设的发展,银行系统数据集中处理的要求变得日益突出。一些专业银行已经实施以省为单位的数据集中处理,有些专业银行甚至已经考虑在更大范围内的数据集中。银行的数据集中处理成为银行业务发展的大趋势。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200017028&dbname=CJFD9902
必由之路——访中国工商银行清算中心系统运行处处长张立新	3	中国计算机用户	2000	2000年18期	<正> 在象银行这样的关键部门中,可以说对信息系统的技术支持是最为重要的,这也是为什么迄今为止国内所有的银行系统主机主要是在IBM、HP、康柏这些公司生产的产品上运行的原因。 计算机系统首先为银行带来实实在在的好处是经济上看得见的,中国工商银行在没有上计算机系统前是采用电传的方式来进行,这样通常每一笔业务交易通讯费用在30-60美元左右,用计算机进行通讯后,费用平均是1-4美元。计算机的配备也节省了一笔可观的通讯费用。张立新主管的是外币交易系统,这个部门当初只有	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200018007&dbname=CJFD9902
企业门户浮出水面	3	中国计算机用户	2000	2000年18期	<正> 互联网的发展使得许多企业已经进入了互联经济时代,他们可以通过连接全球的商业模式和网络,实现快捷的信	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200018018&dbname=CJFD9902
深入企业,挖掘需求,个案追寻,倾听CIO的声音,请看企业信息化系列报导之六十三——打开围墙办教育——北京四中校园网建设侧记	3	中国计算机用户	2000	2000年18期	<正> 被采访单位:北京四中 被采访人:北京四中科技电教处主任曹宪 在北京乃至全国,北京四中的牌子都是响当当的。多年来,北京四中以“勤奋、严谨、民主、开拓”为校训,为我国高等院校输送出一批批德智体能兼备的后备人才,其出色的办学成绩在社会上享有很高的声誉,得到了各界人士的关注与支持。 在当今以计算机技术为龙头的高新产业所带来的信息时代、网络世界,为社会的发展与进步带来了无限生机和动力。信息社会的到来预示着计算机网络将在教育手段现代化中扮演重要角色。为此,北京四中也加快了信息化教学及校园网建设的步伐,以适应现代化教学的要求。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200018026&dbname=CJFD9902
为校园备“餐”	3	中国计算机用户	2000	2000年18期	随着中国教育科研网(CERNET)的建设,我国太学内的校园网建设有了很大的发展。今年,国家教育部推出了“面向21世纪教育振兴计划”,进一步确立了我国中小学校园网的发展方向。清华同方适时推出了面向中小学的全面的数字校园网方案。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200018027&dbname=CJFD9902
山东文登师范学校建立校园网 校园,留下网事串串	3	中国计算机用户	2000	2000年18期	<正> 山东文登师范为了加快校园网络信息化的建设,提高学校计算机网络教学质量、计算机相关学科的教学水平,经过半年时间的考察,结合当前的技术发展趋向,决定用视频点播(Video On Demand)系统作为计算机及相关学科教学的平台,为全校教职工、学生提供网络化的教学、工作、学习环境。清华同方承担校园网一期工程的建设。 网络设计 100Base-T快速以太网技术标准已得到世界上绝大多数厂商的支持,保证了具	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200018028&dbname=CJFD9902
招商银行e路行——访招商银行北京分行电脑部经理王建恒先生	3	中国计算机用户	2000	2000年19期	<正> 由于因特网的出现和数字化时代的到来,传统商业银行出现了前所未有的挑战和机遇。有人曾经判断:银行业将是电子商务第一赢利行业,也有人曾经预言:传统商业银行是21世纪即将灭绝的一群恐龙。在国內,许多商业银行已经深刻地意识到自身所处的历史状况,并纷纷出台紧跟时代潮流的变革措施。其中招商银行紧锣密鼓地走在前沿,继成功推出一卡通之后又推出网上银行——网通,最近再度在国内率先推出“移动银行”服务。在金融界产生了巨大反响。为此,本刊记者采访了招商银行北京分行电脑部经理王建恒先生。 记者:王先生,请您谈谈招行电脑部基本设施的建设情况? 王建恒:目前,招行总行计算机业务人员共有100多人,北京分行有10人左右,	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200019005&dbname=CJFD9902
油海也触网	3	中国计算机用户	2000	2000年19期	石油行业在一定程度上是依赖于信息而生存和发展的行业,所以中国石油天然气集团公司一直非常重视石油信息化的建设,把它看成是一项宏伟的系统工程和技术复杂的高科技工程,并实施一系列的工程项目和进行一系列的科学研究与技术攻关。据悉,中国石油天然气集团公司已在信息化方面投资20多亿,今后还将继续投资以中国石油网为代表的石油信息化建设,为此,我们采访了中国石油天然气集团公司石油经济和信息研究中心。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200019017&dbname=CJFD9902
走向新的辉煌——哈尔滨电机厂有限责任公司	3	中国计算机用户	2000	2000年19期	<正> 1997年,哈尔滨电机有限责任公司(简称哈电机)凭借其在国际国内领先的技术实力拿到了总额达9.632亿元的三峡水电机组分包合同。围绕三峡工程,哈电机展开了一系列以全面提升技术水平和企业综合管理水平为中心内容的企业信息化建设,加速了企业技术进步,推动了各项工作的开展,给企业的发展开辟了广阔的前景。 一期工程:奠定基础 哈电机是我国最大的发电设备制造企业,国内电机企业的龙头,经过近五十年的发展和建设,已经发展成为以大中型发电设备和交直流电机为主,集科、工、贸于一体的多功能的大型公司,为国内200多座大中型水、火电站提供了机组设备,占全国发电设备总装机容量的三分	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200019022&dbname=CJFD9902
路越走越宽——聚焦北京电信商用宽带网	3	中国计算机用户	2000	2000年19期	人们形象地将计算机互连网比作“高速公路”。记得几年以前,这条道路上跑的车还比较单一,几乎是清一色的“小汽车”。几年之后,人们已经不能满足于简单的数字信息传输了,声音、图像等各种多媒体信息都希望在这条道路上通行,车多了,路势必要加宽,所以随之而来的宽带网概念也慢慢地走进我们的视野……	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200019023&dbname=CJFD9902
金融系统中的网络建设——人民银行驻马店地区帧中继金融区域网工程设计与实践	3	中国计算机用户	2000	2000年19期	<正> 一、用户需求 为了实现人民银行驻马店地区中心支行与辖区内各金融机构和九个县级人行的广域网互连,完成组建驻马店地区金融区域网,使人行的各大应用系统如电子联行、资金清算以及连接各金融机构的信贷咨询系统上网运行,人行驻马店中心支行向集成商中软网络系统有限公司提出以下要求: 1、地级各金融机构和县级人行共16家单位与中支人行连接时,均采用帧中继通信线路;2、县、乡级金融机构采用X.25或PSTN方式与中支人行连接入网;3、金融区域网要支持TCP/IP、SNA和SDLC等多种通信协议,以便拓展业务;4、驻马店金融网作为中国国家网(CNFN)的一个区域网,是CNFN的扩充和延伸。它包括市一县网和城市网,系统中心设在人行驻马店地区中心支行;5、系统的设计、设备的选型遵从先进实用、安全保密、可靠方便、易维护、易扩充的原则。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200019024&dbname=CJFD9902
家电业联手“采购门户”	3	中国计算机用户	2000	2000年19期	<正> 今年2月25日,三大著名汽车厂商通用、福特、戴姆勒克莱斯勒宣布联合组建一个在线的B2B交易网络。据称这一新的交易平台将连接超过3万家供应商。此外,日本丰田、法国雷诺也已表明加入这一计划。无独有偶,4月27日,美国航空、大陆航空、三角洲航空、联合航空、英航和法航等六家航空公司宣布投资5000万美元,组建B2B网上交易平台,其交易额将达到每年320亿美元。作为发起成员之一的英航计划将其供应商从14000家削减到2000家,并大规模降低航运成本。另据报道,康柏、惠普及其它12家电脑公司也共同投资1亿美元欲建联合网上交易平台。 这些迹象表明传统的、保守的、稳定如一的公司已经开始看到并设法利用由互联网孵化的新的商业模式的优点。在全球经济一体化加强的情况下,任何企业包括世界顶尖公司都无法垄断或控制资讯和信息市场,这种行业联盟B2B网	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200019031&dbname=CJFD9902
ERP系统为银行增效益	3	中国计算机用户	2000	2000年20期	如何有效地将各种信息技术、多种设备及系统综合利用起来,如何实现银行各种资源的最佳配置,提高业务质量,提高管理水平。ERP系统将为银行管理提供一条新的思路,为银行带来新的机遇。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200020021&dbname=CJFD9902
百年老店用IT赢明天——访北京同仁堂股份有限公司IT经理 苏盛辉	3	中国计算机用户	2000	2000年21期	<正> 题记:有权威报告分析,未来十五年,中药产业将面临诸多的机遇和严峻的挑战,一方面市场需求不断增加,销售量逐步扩大;另一方面,国内及国外的同行正积极行动,纷纷运用高科技手段占领中药领域制高点。经历了三百年风雨历程的中华老子号—同仁堂又将拿什么作为制胜的法宝呢?为此,记者采访了北京同仁堂股份有限公司IT经理苏盛辉先生。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021005&dbname=CJFD9902
向国际港口迈进——大连港企业信息化建设扫描	3	中国计算机用户	2000	2000年21期	<正> 大连港是我国北方的一个天然深水良港,新中国成立以后,几经扩建改造,已成为我国现代化的综合性港口,1999年完成货物吞吐量8500万吨,国际集装箱73.3万TEU,旅客接送量635万人次,与世界上160个国家和地区、300多个港口建立了航运和经贸往来关系。 去年9月大连港迎来了开港的百年纪念,江泽民总书记为大连港题词“建设面向二十一世纪的现代化港口”。作为大连市的“窗口”企业,大连港的建设与大连市的发展有着密切的关系,从某种意义上说,大连港的发展已经成为大连城市发展的一个缩影,大连港的企业网与信息化建设,因此也成为大连市“信息港”建设的重要组成部分之一。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021019&dbname=CJFD9902
目标·重组·监理·评价——关于ERP在我国应用的思考	3	中国计算机用户	2000	2000年21期	把现代的ERP管理艺术引入我国企业,已成为大家的共识。但如何才能有效地提高企业ERP应用水平,却是人们需要共同探讨的。据了解,我国目前在ERP方面的投入已达8亿元左右,约有1200多个企业在不同程度的应用ERP系统,而在这1200多个企业中,ERP应用的成功率大约只有10％～15％,未能取得预期效果。原因何在?国内知名管理学家金达仁教授认为,ERP应用目标过于定性、空泛,难以具体实施和控制以及缺乏对ERP项目进行有效的监理和实施成效评估是ERP应用成功率不高的重要原因。因此,明确ERP应用目标、实行业务流程重组、建立ERP项目监理制度、实施ERP项目评价是企业提高ERP应用水平,加快管理现代化进程和信息化建设的必由之路。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021020&dbname=CJFD9902
ERP到头了吗?	3	中国计算机用户	2000	2000年21期	<正> 过去十年里发生的两次革新彻底改变了企业建构和运行信息系统的方式,一是Internet和与之紧密相关的电子商务技术,一是企业资源规划系统(ERP)。如今似乎所有的注意力都转向了电子商务,让人觉	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200021032&dbname=CJFD9902
Internet Bank家庭的新成员——访中信实业银行信息技术部副总经理林丽女士	3	中国计算机用户	2000	2000年22期	Internet产生至今,各个行业、各种形式的社会活动都期望和正在实现着在Internet上的再现。金融本身是一个信息化建设走在前端的行业,把自己的形象和业务搬到网上一定不肯落在其它行业的后边。在Internet Bank纷纷亮相,并且争奇斗艳的今天,又一名这个家族的新成员参与进来,它就是中信网上银行。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200022008&dbname=CJFD9902
“卡”背后的故事——上海工行银行卡业务处处长邱仁尔谈数据仓库技术的应用	3	中国计算机用户	2000	2000年22期	<正> 随着社会保障制度改革的不断深化和扩大内需政策的有效实施,银行零售业务(如住房贷款、退休养老金、消费贷款和信用卡业务等)已成为我国各大商业银行的主要利润增长点之一。当前,各商业银行开展的零售业务的差异越来越小,同业竞争日趋激烈。要改变过去为获取竞争优势而不计成本和效益的粗放经营方式,客户关系和新的金融业务创新就显得日益重要。与此同时,面对徐徐敞开的WTO大门,我国金融银行市场必将逐步走向开	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200022015&dbname=CJFD9902
IT铸造钢铁巨人	3	中国计算机用户	2000	2000年22期	在我国,作为基础工业的钢铁,今年一季度有了较大的发展,究其原因,很重要的一方面是该行业信息化建设的开展。据悉,我国冶金行业已用了3亿元人民币进行信息化方面的建设,今后还将贷款5000万元人民币专门用于冶金信息化的发展。为此,我们采访了冶金局信息中心王正阳副总工程师。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200022029&dbname=CJFD9902
网络加快证券信息传递——3Com千兆以太交换在华融信托广东证券分部的应用	3	中国计算机用户	2000	2000年22期	<正> 证券经纪业务的各项功能、服务都由证券营业部电脑网络系统处理完成。作为业务的载体,证券营业部电脑网络系统应具备一定的条件,才能满足营业部高质量服务和化解经营风险的目标要求。证券经纪业务对电脑网络系统的首要要求是安全性和较强的处理能力。 a.安全性 证券营业部的电脑网络系统是实现证券营业部交易经纪业务的核心系统,其安全性直接关系到证券市场的稳定发展和证券经营机构及广大投资者的切身利益。安	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200022043&dbname=CJFD9902
信息造大势——访中粮集团信息中心副总经理郑唯先生	3	中国计算机用户	2000	2000年23期	<正> 中国粮油食品进出口(集团)公司,自1952年成立以来,一直致力于中国对外经贸事业和世界粮油食品贸易的发展,1994—1998年,连续5年被美国《财富》杂志评为世界企业500强,居全球同类企业前20位。在信息技术引导世界经济潮流的今天,这个传统的大型国有企业是怎样紧跟时代的步伐,不断的用信息为自己创造财富?为此,记者采访了中粮集团信息中心副总经理郑唯先生。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023007&dbname=CJFD9902
管理不再无序	3	中国计算机用户	2000	2000年23期	<正> 医药行业的业务管理模式通常是把各业务环节分割为一个个独立的系统。但随着医药行业的发展,业内急需一种能够满足医药行业特殊需求的一体化标准解决方案。 Scala商务解决方案公司推出了其创新性的Scala医药行业垂直业务应用解决方案——Scala Pharma。它集成了适用于任何医药企业的物资采购、销售订单、库存控制和生产管理等功能,并针对医药行业客户的特点提供了特别设计的仓库发货工具模块,可从采购到销售运输全过程地	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023025&dbname=CJFD9902
信息技术改造传统产业——中国石油化工集团公司信息化建设调查	3	中国计算机用户	2000	2000年23期	<正> 在我国石化工业迅速发展的同时,石化信息技术应用也有了长足的进步。目前,集团公司信息化建设有了很大发展,取得了较好的效益,在资金投入、装备水平、应用广度和深度、人员素质及对实现两个转变提供的技术支撑能力方面,都有明显的提高。集团公司信息化跨越了从点到面、从单项到系统、从单机到网络、从局域网到广域网再到因特网、从微机到服务器、从分散到局部集成、从提高管理效能到提高经济效益的阶段。据统计石化集团公司从1986年至1999年这14年间。使用全国电子信	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023026&dbname=CJFD9902
增强客户关系管理的有效方式	3	中国计算机用户	2000	2000年23期	如果说一年前电话服务中心(或称为呼叫中心)的概念对于很多读者还有点陌生,那么,到今天其已经成功应用在许多行业,对企业实现客户化的服务、有效管理客户关系、提升企业形象起了很大的作用。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023029&dbname=CJFD9902
决策支持从理财开始	3	中国计算机用户	2000	2000年23期	<正> 中国移动通信集团公司是拥有20多家省级分公司的特大型国有企业,前身为邮电部移动通信局。目前,中国移动通信集团主要经营数字全球通移动电话,已有用户达3000万。 市场竞争与业务发展共要求 随着移动通讯业的迅速发展及激烈的市场竞争,中国移动通信集团公司及其各分公司财务软件系统渐渐不适应集团发展的需要,主要表现在:集团公司与各分公司的财务系统不一致,难支持跨平台的应用;所应用的中小型财务软件越来越难以适应大型集团性企业的需要;原有财务系统在财务监控及管理上有很大的不便;原有	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200023030&dbname=CJFD9902
金融OA新概念——访中国民生银行科技部办公自动化处贾凤军副处长	3	中国计算机用户	2000	2000年25期	随着网络技术、信息技术和应用的不新发展,办公自动化被赋予了新的内容和含义、对银行来说,广义上的办公自动化系统是将银行内部的所有管理系统综合起来,融信贷、资金、财会等系统于一体,让员工通过网络及时获得与日常工作相关的信息,紧密融入银行的整体行为中去。作为中国最年轻的商业银行,中国民生银行是怎样做的?	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200025004&dbname=CJFD9902
下水之前画航道——广船国际股份有限公司信息化建设扫描	3	中国计算机用户	2000	2000年25期	<正>说到我国船舶制造业的信息化建设，广州国际股份有限公司（简称广船国际）不可以不去，近年来，广船国际在抓应用、	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=YHJS200025020&dbname=CJFD9902
